epoch,train_loss_total,dev_loss_total,train_loss_stage1,dev_loss_stage1,train_loss_stage2,dev_loss_stage2,train_loss_stage3,dev_loss_stage3,dev_stage1_precision_at_0_5,dev_stage1_recall_at_0_5,dev_stage2_mIoU,dev_stage3_acc,dev_stage3_matched_acc,dev_stage3_episode_acc,dev_pred_items_per_image,dev_latency_total_ms,dev_combined
1,4.482844452063243,4.015261352062225,2.0762882133324942,1.7542212357123692,1.080426017443339,0.879400372505188,1.2442287902037303,1.2142266184091568,0.7727272727272727,0.7727272727272727,0.5406237426117472,0.2727272727272727,0.35294117647058826,0.5,1.8333333333333333,3203.1691666666666,1.5860782880662925
2,3.510485132535299,3.8592900236447654,1.7630723516146343,1.6372248828411102,1.01081682741642,0.8763000021378199,0.8280029296875,1.1892767995595932,0.782608695652174,0.8181818181818182,0.5606476442354746,0.3181818181818182,0.3888888888888889,0.5909090909090909,1.9166666666666667,3232.9441666666667,1.697011280599111
3,3.034449358781179,3.6889960169792175,1.6307739317417145,1.5261116176843643,1.000130295753479,0.8698565562566122,0.6024068196614584,1.1519707565506299,0.6923076923076923,0.8181818181818182,0.5453095765427108,0.3181818181818182,0.3888888888888889,0.6363636363636364,2.1666666666666665,3520.4383333333335,1.6816732129063472
4,3.3251451353232064,3.572991112867991,1.4827073067426682,1.4633111606041591,1.0456951409578323,0.8636876891056696,0.8797268321116766,1.1185574010014534,0.7916666666666666,0.8636363636363636,0.5883120770816657,0.4090909090909091,0.47368421052631576,0.6363636363636364,2.0,3255.6200000000003,1.8610393498089386
5,3.202126363913218,3.4923943281173706,1.4356683293978374,1.4148976306120555,1.101570521791776,0.8578335791826248,0.810448537270228,1.0990532785654068,0.7727272727272727,0.7727272727272727,0.5197416311129753,0.36363636363636365,0.47058823529411764,0.6363636363636364,1.8333333333333333,2933.633333333333,1.6561052674766117
6,3.9533804555734,3.444594591856003,1.444581722219785,1.3798510978619258,0.9427225987116495,0.8523467183113098,1.3582916259765625,1.0923800989985466,0.7391304347826086,0.7727272727272727,0.5171230482283933,0.36363636363636365,0.47058823529411764,0.6363636363636364,1.9166666666666667,2969.2016666666664,1.6534866845920297
7,2.641156176726023,3.3962372144063315,1.0526593575874965,1.3535575916369755,1.0568866084019344,0.8470374246438345,0.7067023366689682,1.0794406458735466,0.7391304347826086,0.7727272727272727,0.5176110931821909,0.36363636363636365,0.47058823529411764,0.6363636363636364,1.9166666666666667,2976.1766666666663,1.6539747295458271
8,3.282820006211599,3.3630670507748923,1.5559269438187282,1.3309525325894356,1.0302021155754726,0.8415116866429647,0.807861328125,1.0742390925685565,0.7391304347826086,0.7727272727272727,0.5179873721908521,0.3181818181818182,0.4117647058823529,0.6363636363636364,1.9166666666666667,2994.2175,1.608896463099943
9,2.391846706469854,3.3430947363376617,1.375512609879176,1.3111671283841133,1.097243383526802,0.8368043849865595,0.3118082682291667,1.07568359375,0.7391304347826086,0.7727272727272727,0.5191644142502952,0.36363636363636365,0.47058823529411764,0.6363636363636364,1.9166666666666667,3049.9183333333335,1.6555280506139316
10,2.890851527452469,3.325965921084086,1.3119326780239742,1.2913912559549015,1.0608069896697998,0.8326176951328913,0.6990102132161459,1.0788438605765502,0.7391304347826086,0.7727272727272727,0.5193730718498052,0.4090909090909091,0.5294117647058824,0.6363636363636364,1.9166666666666667,3012.693333333333,1.7011912536679872
11,2.432034204403559,3.2949688037236533,1.0657035534580548,1.2686886365214984,1.001958558956782,0.8287036965290705,0.5769009093443552,1.0746188672880332,0.7727272727272727,0.7727272727272727,0.5179659401392623,0.36363636363636365,0.47058823529411764,0.6363636363636364,1.8333333333333333,2910.845,1.654329576502899
12,2.853804628054301,3.2710318863391876,1.2852353751659393,1.2471241727471352,0.9835130224625269,0.8248539666334788,0.7178751627604166,1.0743204740186532,0.7727272727272727,0.7727272727272727,0.5181546673888554,0.36363636363636365,0.47058823529411764,0.6363636363636364,1.8333333333333333,2989.3933333333334,1.654518303752492
13,2.5721850593884787,3.250220388174057,1.2140738318363826,1.2322958906491597,1.016372988621394,0.8214528759320577,0.5666164805491766,1.0714653866986434,0.6956521739130435,0.7272727272727273,0.49047364507449737,0.2727272727272727,0.375,0.6363636363636364,1.9166666666666667,3112.7383333333332,1.4904736450744973
14,2.4998093446095786,3.2268916964530945,1.3834380755821865,1.2211830119291942,0.9548088808854421,0.8180885910987854,0.4259779155254364,1.0644429537157218,0.8,0.7272727272727273,0.49806446454787606,0.2727272727272727,0.375,0.6363636363636364,1.6666666666666667,3368.9025,1.498064464547876
15,2.51584659020106,3.22442235549291,1.3538278192281723,1.2156727463006973,1.0352090100447338,0.8151880453030268,0.4296095085640748,1.0674370639026165,0.75,0.6818181818181818,0.46373405975649207,0.3181818181818182,0.4666666666666667,0.6363636363636364,1.6666666666666667,3727.289166666666,1.463734059756492
16,3.6215416491031647,3.2253761092821756,1.4096690987547238,1.209159716963768,0.9723647932211558,0.8124620368083318,1.150460137675206,1.0733235689500968,0.8,0.7272727272727273,0.47766417591737276,0.36363636363636365,0.5,0.6363636363636364,1.6666666666666667,3958.076666666666,1.5685732668264638
17,2.8147322038809457,3.2239185770352683,1.238104651371638,1.2072398165861766,0.9422718435525894,0.8100401113430659,0.7369944254557291,1.0744391568005085,0.8421052631578947,0.7272727272727273,0.4754987249586668,0.4090909090909091,0.5625,0.6363636363636364,1.5833333333333333,4395.291666666667,1.6118623613223033
18,2.448586086432139,3.216414292653402,1.3405524293581645,1.2025784080227215,0.9948250552018484,0.807782510916392,0.4070807558794816,1.0732964389026165,0.8421052631578947,0.7272727272727273,0.4757686947688587,0.36363636363636365,0.5,0.6363636363636364,1.5833333333333333,3927.790833333334,1.5666777856779497
19,2.1921011259158454,3.20535014073054,1.1256399651368458,1.200022262831529,0.9339476426442465,0.8059233476718267,0.399658203125,1.0682440859576066,0.85,0.7727272727272727,0.5140023652906892,0.4090909090909091,0.5294117647058824,0.5909090909090909,1.6666666666666667,4071.593333333333,1.695820547108871
20,2.3750083446502686,3.2003148893515267,0.9917108491063118,1.1988274703423183,0.9565718770027161,0.804203654328982,0.6033409958084425,1.0662570508817832,0.68,0.7727272727272727,0.5086418678768677,0.36363636363636365,0.47058823529411764,0.5909090909090909,2.0833333333333335,4825.5775,1.6450055042405043
21,2.5392038722833,3.200817426045736,1.2615435024102528,1.1953624486923218,0.92490387459596,0.8026173462470373,0.5434722900390625,1.06943088149031,0.68,0.7727272727272727,0.5088395495125169,0.3181818181818182,0.4117647058823529,0.6363636363636364,2.0833333333333335,6136.711666666666,1.5997486404216077
22,2.187417487303416,3.2032665808995566,0.8722746446728706,1.1930415406823158,0.9414744327465693,0.801313598950704,0.5629370783766111,1.0730455207328002,0.68,0.7727272727272727,0.5088226628278973,0.3181818181818182,0.4117647058823529,0.6363636363636364,2.0833333333333335,5711.675833333334,1.5997317537369882
23,2.0296097000439963,3.200181176265081,1.1275785093506177,1.1897875865300496,0.9543232868115107,0.8001247594753901,0.28324635823567706,1.0735541445513566,0.68,0.7727272727272727,0.5086430191571967,0.3181818181818182,0.4117647058823529,0.6363636363636364,2.0833333333333335,6491.966666666666,1.5995521100662875
24,2.4119637111822763,3.1999202370643616,1.2683705141146977,1.1882642308870952,0.9323890705903372,0.799068828423818,0.45159912109375,1.0747477201124032,0.68,0.7727272727272727,0.5062269987462338,0.3181818181818182,0.4117647058823529,0.6363636363636364,2.0833333333333335,5607.163333333334,1.5971360896553246
25,2.1334603329499564,3.1940103272596994,1.223245417078336,1.1872894515593846,0.8501691420873007,0.7981503556172053,0.3234202067057292,1.07176377872626,0.68,0.7727272727272727,0.5062478625106227,0.3181818181818182,0.4117647058823529,0.6363636363636364,2.0833333333333335,5461.46,1.5971569534197136
26,2.6526236037413278,3.1939461330572763,1.1603290811181068,1.1863765269517899,0.9395145823558172,0.7975488404432932,0.6816914876302084,1.0725301106770833,0.68,0.7727272727272727,0.5105043756946857,0.36363636363636365,0.47058823529411764,0.6363636363636364,2.0833333333333335,5697.859166666666,1.646868012058322
27,2.524549573659897,3.1959440608819327,1.3682970801989238,1.1858056088288624,1.0156300167242687,0.7970611602067947,0.4322916666666667,1.074405246724685,0.6923076923076923,0.8181818181818182,0.5333328005186213,0.36363636363636365,0.4444444444444444,0.6363636363636364,2.1666666666666665,6587.534166666667,1.7151509823368034
28,2.740533103545507,3.1979155242443085,1.2156003763278325,1.1851188465952873,0.9580990672111511,0.7966911345720291,0.6972554524739584,1.0763007290661335,0.68,0.7727272727272727,0.509652010359948,0.4090909090909091,0.5294117647058824,0.6363636363636364,2.0833333333333335,6518.423333333333,1.6914701921781299
29,2.013604829708735,3.2000070214271545,1.3168827295303345,1.1827925120790799,0.9405785749355952,0.7963003168503443,0.1509552001953125,1.0793762219448884,0.6923076923076923,0.8181818181818182,0.5345645344759746,0.4090909090909091,0.5,0.6363636363636364,2.1666666666666665,6493.147499999999,1.7618372617487021
30,2.584949960311254,3.2004816234111786,1.286426489551862,1.1819827953974407,1.0522269159555435,0.7960003614425659,0.5149400532245636,1.0803324381510417,0.76,0.8636363636363636,0.5732052332157798,0.5,0.5789473684210527,0.6363636363636364,2.0833333333333335,6087.5841666666665,1.9368415968521435
31,1.827286074558894,3.196696231762568,0.9144929895798365,1.1813149377703667,0.8878216743469238,0.7958382616440455,0.3125881652037303,1.07830810546875,0.76,0.8636363636363636,0.5732119900681325,0.5,0.5789473684210527,0.6363636363636364,2.0833333333333335,6081.245833333333,1.9368483537044963
32,1.8958063075939815,3.20263663927714,0.8904154350360235,1.1815059160192807,0.9345793724060059,0.7956997950871786,0.358734130859375,1.0821872266630332,0.76,0.8636363636363636,0.5732770181167599,0.5,0.5789473684210527,0.6363636363636364,2.0833333333333335,5985.030833333333,1.9369133817531234
33,2.753315955400467,3.2028782268365226,1.1441040833791096,1.1806599820653598,0.8911023835341135,0.7956367681423823,0.7757737909754118,1.0829332160453002,0.76,0.8636363636363636,0.5732110694142893,0.5,0.5789473684210527,0.6363636363636364,2.0833333333333335,6134.900833333333,1.9368474330506529
34,2.203513488173485,3.1990024944146476,1.2283091843128204,1.18134094029665,0.8929135352373123,0.7955973297357559,0.3524983723958333,1.07990858455499,0.76,0.8636363636363636,0.5733454957400208,0.5,0.5789473684210527,0.6363636363636364,2.0833333333333335,6094.415000000001,1.9369818593763846
35,2.4607154528299966,3.2039831082026162,1.36793352663517,1.1797944207986195,0.8681885898113251,0.7955697278181711,0.43912506103515625,1.0842692044874032,0.76,0.8636363636363636,0.573257164767658,0.5,0.5789473684210527,0.6363636363636364,2.0833333333333335,6102.765833333334,1.9368935284040216
36,2.3251153230667114,3.199461887280146,1.0460068831841152,1.1803482174873352,0.9195348570744196,0.795561800400416,0.5462273489683867,1.0808885383109252,0.76,0.8636363636363636,0.5732502838591912,0.5,0.5789473684210527,0.6363636363636364,2.0833333333333335,6021.510000000001,1.9368866474955548
37,2.082420895497004,3.2010633448759713,1.1395144859949748,1.1813847149411838,0.9526157726844152,0.7955624510844549,0.311065673828125,1.08126491929094,0.76,0.8636363636363636,0.57325261170214,0.5,0.5789473684210527,0.6363636363636364,2.0833333333333335,6037.660833333332,1.9368889753385037
38,2.848236938317617,3.2000284989674888,1.041353742281596,1.1808793619275093,0.9658452073733012,0.7955615222454071,0.882640411456426,1.0809122721354167,0.76,0.8636363636363636,0.5739597562605981,0.5,0.5789473684210527,0.6363636363636364,2.0833333333333335,6029.21,1.9375961198969618
39,1.7402474184830983,3.1989126900831857,1.0290902107954025,1.1800129214922588,0.8843912829955419,0.7955611149470011,0.17930772403875986,1.0807461229463418,0.76,0.8636363636363636,0.5732727150311279,0.5,0.5789473684210527,0.6363636363636364,2.0833333333333335,6055.763333333333,1.9369090786674916
40,2.2613876859347024,3.20090651512146,1.1066758210460346,1.1815947592258453,0.9980253825585047,0.7955611298481623,0.4371327757835388,1.08102077866594,0.76,0.8636363636363636,0.5733921838932934,0.5,0.5789473684210527,0.6363636363636364,2.0833333333333335,6144.5216666666665,1.937028547529657
